id,question
33268,"句子“我们班就他知道这个消息。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：一共
B. 范围、协同副词：共
C. 范围、协同副词：就3
D. 范围、协同副词：只
E. 范围、协同副词：全
"
33269,"句子“他们就一个儿子。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：一共
B. 范围、协同副词：就3
C. 范围、协同副词：全
D. 范围、协同副词：只
E. 范围、协同副词：共
"
33270,"句子“书架上就那么几本书。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：全
B. 范围、协同副词：只
C. 范围、协同副词：共
D. 范围、协同副词：就3
E. 范围、协同副词：一共
"
33271,"句子“教室里至少有五十个人。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：只
B. 范围、协同副词：一共
C. 范围、协同副词：就3
D. 范围、协同副词：全
E. 范围、协同副词：至少
"
33272,"句子“她至少四十岁了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：全
B. 范围、协同副词：只
C. 范围、协同副词：至少
D. 范围、协同副词：一共
E. 范围、协同副词：就3
"
33273,"句子“你至少应该听听他的理由。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：一共
B. 范围、协同副词：就3
C. 范围、协同副词：全
D. 范围、协同副词：只
E. 范围、协同副词：至少
"
33274,"句子“你至少要写五遍汉字。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：至少
B. 范围、协同副词：只
C. 范围、协同副词：全
D. 范围、协同副词：一共
E. 范围、协同副词：就3
"
33275,"句子“从这儿到车站，至少要走十分钟。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：只
B. 范围、协同副词：一共
C. 范围、协同副词：全
D. 范围、协同副词：就3
E. 范围、协同副词：至少
"
33276,"句子“每年的学费至少两万块。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：一共
B. 范围、协同副词：只
C. 范围、协同副词：就3
D. 范围、协同副词：至少
E. 范围、协同副词：全
"
33277,"句子“这篇文章至少五千字。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：只
B. 范围、协同副词：就3
C. 范围、协同副词：至少
D. 范围、协同副词：全
E. 范围、协同副词：一共
"
33278,"句子“你至少听说过他的名字吧？”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：就3
B. 范围、协同副词：至少
C. 范围、协同副词：全
D. 范围、协同副词：只
E. 范围、协同副词：一共
"
33279,"句子“至少，我们应该去看看他。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 范围、协同副词：就3
B. 范围、协同副词：至少
C. 范围、协同副词：一共
D. 范围、协同副词：全
E. 范围、协同副词：只
"
33280,"句子“会议本来在星期一举行，但是现在改时间了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：一向
C. 时间副词：向来
D. 时间副词：本来
E. 时间副词：曾经
"
33281,"句子“我本来打算当老师，但是现在改主意了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：本来
C. 时间副词：向来
D. 时间副词：曾经
E. 时间副词：一向
"
33282,"句子“本来我们计划去爬山，但是突然下雨了，只能取消了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：向来
B. 时间副词：曾经
C. 时间副词：一向
D. 时间副词：本来
E. 时间副词：从来
"
33283,"句子“本来这座山上的树是绿的，现在变成黄的了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：向来
C. 时间副词：一向
D. 时间副词：曾经
E. 时间副词：本来
"
33284,"句子“他本来成绩很好，但是迷上了电子游戏以后就不行了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：一向
B. 时间副词：向来
C. 时间副词：曾经
D. 时间副词：本来
E. 时间副词：从来
"
33285,"句子“他本来想买电脑，但是钱不够。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：向来
C. 时间副词：曾经
D. 时间副词：一向
E. 时间副词：本来
"
33286,"句子“这种小事本来就不应该麻烦别人。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：曾经
B. 时间副词：一向
C. 时间副词：从来
D. 时间副词：向来
E. 时间副词：本来
"
33287,"句子“他本来身体很差，后来经常运动，变得越来越好了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：向来
B. 时间副词：从来
C. 时间副词：本来
D. 时间副词：一向
E. 时间副词：曾经
"
33288,"句子“他本来是农民，现在是成功的商人。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：向来
B. 时间副词：本来
C. 时间副词：曾经
D. 时间副词：从来
E. 时间副词：一向
"
33289,"句子“他才起床，让我们等一下儿。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 语气副词：才3
B. 时间副词：已
C. 语气副词：才1
D. 时间副词：才
E. 时间副词：刚、刚刚
"
33290,"句子“你怎么才来就要走？”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：才
C. 语气副词：才1
D. 语气副词：才3
E. 时间副词：刚、刚刚
"
33291,"句子“我才回来。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 语气副词：才1
B. 时间副词：才
C. 时间副词：已
D. 语气副词：才3
E. 时间副词：刚、刚刚
"
33292,"句子“小声点儿，他才睡着。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：才
C. 时间副词：刚、刚刚
D. 语气副词：才1
E. 语气副词：才3
"
33293,"句子“我才要去你家里找你，你就来了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：刚、刚刚
B. 时间副词：已
C. 语气副词：才3
D. 语气副词：才1
E. 时间副词：才
"
33294,"句子“我等了半天，你怎么才来？”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 语气副词：才3
C. 语气副词：才1
D. 时间副词：刚、刚刚
E. 时间副词：才
"
33295,"句子“他才来公司不久，认识的人不多。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：刚、刚刚
C. 语气副词：才3
D. 时间副词：才
E. 语气副词：才1
"
33296,"句子“他才回国，还没有开始找工作。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 语气副词：才3
B. 语气副词：才1
C. 时间副词：刚、刚刚
D. 时间副词：才
E. 时间副词：已
"
33297,"句子“他才放下电话，就听见说话声了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 语气副词：才1
B. 语气副词：才3
C. 时间副词：刚、刚刚
D. 时间副词：才
E. 时间副词：已
"
33298,"句子“我曾经学过一年中文。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已经
B. 时间副词：已
C. 时间副词：曾经
D. 时间副词：从来
E. 时间副词：早已
"
33299,"句子“我曾经是这个学校的学生。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：曾经
C. 时间副词：从来
D. 时间副词：已
E. 时间副词：已经
"
33300,"句子“你曾经来过这里吗?”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：曾经
C. 时间副词：已
D. 时间副词：已经
E. 时间副词：从来
"
33301,"句子“我曾经去过北京。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：早已
C. 时间副词：从来
D. 时间副词：已经
E. 时间副词：曾经
"
33302,"句子“他曾经是一个农民，现在当上了老板。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：已经
C. 时间副词：从来
D. 时间副词：早已
E. 时间副词：曾经
"
33303,"句子“几年前曾经下过一场雪。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：曾经
B. 时间副词：已经
C. 时间副词：从来
D. 时间副词：已
E. 时间副词：早已
"
33304,"句子“这个演员曾经很有名。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：已经
C. 时间副词：从来
D. 时间副词：曾经
E. 时间副词：已
"
33305,"句子“他们曾经在这里工作了一年。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：已经
C. 时间副词：曾经
D. 时间副词：已
E. 时间副词：从来
"
33306,"句子“他曾经学过游泳。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：曾经
C. 时间副词：已经
D. 时间副词：已
E. 时间副词：从来
"
33307,"句子“他从来不喝酒。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：一向
B. 时间副词：历来
C. 时间副词：始终
D. 时间副词：从来
E. 时间副词：向来
"
33308,"句子“我从来没吃过这种食物。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：始终
B. 时间副词：一向
C. 时间副词：历来
D. 时间副词：从来
E. 时间副词：向来
"
33309,"句子“他的房间从来都很干净。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：向来
C. 时间副词：一向
D. 时间副词：始终
E. 时间副词：历来
"
33310,"句子“这种事我从来没听说过。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：向来
C. 时间副词：历来
D. 时间副词：始终
E. 时间副词：一向
"
33311,"句子“她从来都是这么乐观。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：始终
B. 时间副词：从来
C. 时间副词：历来
D. 时间副词：一向
E. 时间副词：向来
"
33312,"句子“我从来都没去过北京。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：始终
C. 时间副词：历来
D. 时间副词：向来
E. 时间副词：一向
"
33313,"句子“他们对工作从来都那么认真。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：一向
B. 时间副词：向来
C. 时间副词：始终
D. 时间副词：历来
E. 时间副词：从来
"
33314,"句子“我从来不觉得是你的错。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：一向
C. 时间副词：始终
D. 时间副词：历来
E. 时间副词：向来
"
33315,"句子“姐姐从来没学过中文。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：历来
C. 时间副词：向来
D. 时间副词：一向
E. 时间副词：始终
"
33316,"句子“听到这个消息，他赶紧跑回家去了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：赶紧
C. 时间副词：连忙
D. 时间副词：尽快
E. 时间副词：急忙
"
33317,"句子“你赶紧去追，他还没走远。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：急忙
C. 时间副词：尽快
D. 时间副词：连忙
E. 时间副词：赶紧
"
33318,"句子“赶紧走吧，别晚了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：连忙
C. 时间副词：赶紧
D. 时间副词：赶快
E. 时间副词：尽快
"
33319,"句子“你累了一天了，赶紧坐下休息吧。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：尽快
C. 时间副词：赶快
D. 时间副词：连忙
E. 时间副词：赶紧
"
33320,"句子“孩子病得不轻，要赶紧送医院。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：急忙
C. 时间副词：赶紧
D. 时间副词：连忙
E. 时间副词：赶快
"
33321,"句子“你赶紧通知大家，明天的会议改时间了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：急忙
C. 时间副词：赶紧
D. 时间副词：赶快
E. 时间副词：连忙
"
33322,"句子“下雨了，我要赶紧去学校接孩子。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶紧
B. 时间副词：尽快
C. 时间副词：赶快
D. 时间副词：连忙
E. 时间副词：急忙
"
33323,"句子“比赛马上开始了，你赶紧再准备准备。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：赶快
C. 时间副词：尽快
D. 时间副词：赶紧
E. 时间副词：连忙
"
33324,"句子“听到有人叫他的名字，他赶紧去开门。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：赶紧
C. 时间副词：急忙
D. 时间副词：赶快
E. 时间副词：连忙
"
33325,"句子“他很不舒服，我们要赶快送他去医院。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：急忙
C. 时间副词：尽快
D. 时间副词：连忙
E. 时间副词：赶紧
"
33326,"句子“你赶快决定吧，想好了告诉我。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：急忙
C. 时间副词：赶紧
D. 时间副词：尽快
E. 时间副词：连忙
"
33327,"句子“他还没上车，你赶快去找找他。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：赶紧
C. 时间副词：尽快
D. 时间副词：赶快
E. 时间副词：急忙
"
33328,"句子“我们要赶快走，马上要下雨了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：急忙
C. 时间副词：赶紧
D. 时间副词：赶快
E. 时间副词：尽快
"
33329,"句子“你赶快给你妈妈打电话，她还在等你的消息。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：赶紧
C. 时间副词：急忙
D. 时间副词：赶快
E. 时间副词：尽快
"
33330,"句子“时间不早了，我们赶快走吧。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：赶紧
C. 时间副词：急忙
D. 时间副词：尽快
E. 时间副词：赶快
"
33331,"句子“你要赶快改掉这个坏习惯。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：赶紧
C. 时间副词：尽快
D. 时间副词：赶快
E. 时间副词：急忙
"
33332,"句子“如果一切都准备好了，我们就赶快出发吧。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：尽快
C. 时间副词：连忙
D. 时间副词：急忙
E. 时间副词：赶紧
"
33333,"句子“听到老师叫他，他赶快跑出去了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：赶快
C. 时间副词：连忙
D. 时间副词：尽快
E. 时间副词：赶紧
"
33334,"句子“经理来电话，叫我立刻去她的办公室。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：立刻
B. 时间副词：马上
C. 时间副词：赶快
D. 时间副词：连忙
E. 时间副词：赶紧
"
33335,"句子“接到老师的电话，他立刻去学校了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：立刻
B. 时间副词：赶紧
C. 时间副词：赶快
D. 时间副词：马上
E. 时间副词：连忙
"
33336,"句子“这条街修过以后，立刻就变得不一样了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：立刻
C. 时间副词：马上
D. 时间副词：赶快
E. 时间副词：赶紧
"
33337,"句子“一说到结婚，他的脸立刻红了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶紧
B. 时间副词：连忙
C. 时间副词：立刻
D. 时间副词：赶快
E. 时间副词：马上
"
33338,"句子“下课以后，同学们立刻走出教室。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：连忙
B. 时间副词：赶紧
C. 时间副词：马上
D. 时间副词：赶快
E. 时间副词：立刻
"
33339,"句子“她说要用我的电脑，我立刻就借给她了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：马上
B. 时间副词：赶紧
C. 时间副词：立刻
D. 时间副词：赶快
E. 时间副词：连忙
"
33340,"句子“一放假，我的心情立刻变好了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：立刻
B. 时间副词：连忙
C. 时间副词：赶快
D. 时间副词：赶紧
E. 时间副词：马上
"
33341,"句子“老师讲完方法后，他立刻就做出了这道题。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：立刻
B. 时间副词：赶紧
C. 时间副词：连忙
D. 时间副词：马上
E. 时间副词：赶快
"
33342,"句子“她一进教室，大家立刻笑了起来。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：立刻
B. 时间副词：赶紧
C. 时间副词：连忙
D. 时间副词：马上
E. 时间副词：赶快
"
33343,"句子“看到一位老人上车，我连忙站起来让他坐。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：急忙
C. 时间副词：连忙
D. 时间副词：赶紧
E. 时间副词：尽快
"
33344,"句子“我连忙点头表示同意。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：赶快
C. 时间副词：连忙
D. 时间副词：急忙
E. 时间副词：赶紧
"
33345,"句子“看他不舒服，我们连忙把他送到了医院。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：急忙
C. 时间副词：赶紧
D. 时间副词：赶快
E. 时间副词：连忙
"
33346,"句子“事故发生后，公司连忙展开了调查。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：赶快
C. 时间副词：急忙
D. 时间副词：连忙
E. 时间副词：赶紧
"
33347,"句子“她看见我，连忙跑过来，紧紧握住了我的手。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：连忙
C. 时间副词：尽快
D. 时间副词：赶紧
E. 时间副词：赶快
"
33348,"句子“大家问他去不去，他连忙点头。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：赶快
B. 时间副词：赶紧
C. 时间副词：连忙
D. 时间副词：尽快
E. 时间副词：急忙
"
33349,"句子“已经快九点了，我连忙出门打车。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：赶紧
C. 时间副词：连忙
D. 时间副词：赶快
E. 时间副词：尽快
"
33350,"句子“上课了，同学们连忙走进教室。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：急忙
B. 时间副词：赶紧
C. 时间副词：尽快
D. 时间副词：连忙
E. 时间副词：赶快
"
33351,"句子“经理说要给我发文件，我连忙打开电脑。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：尽快
B. 时间副词：赶紧
C. 时间副词：赶快
D. 时间副词：急忙
E. 时间副词：连忙
"
33352,"句子“她在中国留学的时候，始终坚持每天说中文。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：一直
B. 时间副词：从来
C. 时间副词：一向
D. 时间副词：始终
E. 时间副词：历来
"
33353,"句子“我们始终保持着联系。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：一向
B. 时间副词：历来
C. 时间副词：始终
D. 时间副词：从来
E. 时间副词：一直
"
33354,"句子“他始终都没有忘记“坚持”二字。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：始终
B. 时间副词：从来
C. 时间副词：历来
D. 时间副词：一直
E. 时间副词：一向
"
33355,"句子“他失败了很多次，但始终没有失去信心。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：历来
C. 时间副词：一向
D. 时间副词：始终
E. 时间副词：一直
"
33356,"句子“我在学校门口等了很久，他始终没有出现。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：始终
C. 时间副词：历来
D. 时间副词：一向
E. 时间副词：一直
"
33357,"句子“经理始终认真对待工作，才有今天的成功。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：历来
B. 时间副词：始终
C. 时间副词：从来
D. 时间副词：一向
E. 时间副词：一直
"
33358,"句子“孙老师对这件事情的态度始终没有改变。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：一直
C. 时间副词：历来
D. 时间副词：始终
E. 时间副词：一向
"
33359,"句子“不论是冬天还是夏天，他始终坚持体育运动。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：历来
C. 时间副词：始终
D. 时间副词：一向
E. 时间副词：一直
"
33360,"句子“这么多年过去了，他始终没有失去目标。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：从来
B. 时间副词：一直
C. 时间副词：历来
D. 时间副词：始终
E. 时间副词：一向
"
33361,"句子“我们已做好下个月的工作计划。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：曾经
B. 时间副词：已经
C. 时间副词：还2
D. 时间副词：已
E. 时间副词：早已
"
33362,"句子“这个问题已讨论过了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：还2
B. 时间副词：曾经
C. 时间副词：已经
D. 时间副词：已
E. 时间副词：早已
"
33363,"句子“这间教室里已安装了新设备。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：曾经
B. 时间副词：早已
C. 时间副词：已
D. 时间副词：还2
E. 时间副词：已经
"
33364,"句子“那个问题我们已想出解决办法。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：还2
C. 时间副词：早已
D. 时间副词：已经
E. 时间副词：曾经
"
33365,"句子“这个任务已顺利完成。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：曾经
C. 时间副词：已
D. 时间副词：还2
E. 时间副词：已经
"
33366,"句子“时间已过，没有办法了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：还2
C. 时间副词：已
D. 时间副词：已经
E. 时间副词：曾经
"
33367,"句子“事情已结束，不要再想了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：还2
B. 时间副词：已经
C. 时间副词：早已
D. 时间副词：已
E. 时间副词：曾经
"
33368,"句子“上课前，我已打开电脑。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：还2
B. 时间副词：已经
C. 时间副词：早已
D. 时间副词：曾经
E. 时间副词：已
"
33369,"句子“活动已结束，我们可以离开了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：还2
B. 时间副词：已经
C. 时间副词：曾经
D. 时间副词：早已
E. 时间副词：已
"
33370,"句子“他早已离开北京了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已经
B. 时间副词：历来
C. 时间副词：早已
D. 时间副词：已
E. 时间副词：曾经
"
33371,"句子“考试早已结束，你来晚了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：历来
B. 时间副词：曾经
C. 时间副词：已经
D. 时间副词：早已
E. 时间副词：已
"
33372,"句子“他早已不在这儿工作了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：曾经
B. 时间副词：已
C. 时间副词：早已
D. 时间副词：已经
E. 时间副词：历来
"
33373,"句子“你的信我早已收到了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：早已
C. 时间副词：已经
D. 时间副词：曾经
E. 时间副词：历来
"
33374,"句子“你要的东西，我早已给你准备好了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：历来
B. 时间副词：已经
C. 时间副词：曾经
D. 时间副词：已
E. 时间副词：早已
"
33375,"句子“这件事他们早已知道了，你不用再说了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已经
B. 时间副词：已
C. 时间副词：曾经
D. 时间副词：历来
E. 时间副词：早已
"
33376,"句子“他早已学会如何使用这个电脑了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：历来
B. 时间副词：曾经
C. 时间副词：早已
D. 时间副词：已经
E. 时间副词：已
"
33377,"句子“老师进来的时候，教室里早已安静了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：早已
B. 时间副词：已经
C. 时间副词：已
D. 时间副词：曾经
E. 时间副词：历来
"
33378,"句子“这部电影我们早已看过了。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 时间副词：已
B. 时间副词：历来
C. 时间副词：早已
D. 时间副词：曾经
E. 时间副词：已经
"
33379,"句子“李经理通常很早就到公司。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：常、常常
B. 频率、重复副词：总
C. 频率、重复副词：通常
D. 频率、重复副词：往往
E. 频率、重复副词：经常
"
33380,"句子“王老师通常是不会晚到的。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：总
B. 频率、重复副词：常、常常
C. 频率、重复副词：经常
D. 频率、重复副词：通常
E. 频率、重复副词：往往
"
33381,"句子“周末他通常去父母家。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：经常
B. 频率、重复副词：常、常常
C. 频率、重复副词：总
D. 频率、重复副词：通常
E. 频率、重复副词：往往
"
33382,"句子“通常他早晨六点半起床。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：通常
B. 频率、重复副词：往往
C. 频率、重复副词：常、常常
D. 频率、重复副词：经常
E. 频率、重复副词：总
"
33383,"句子“她下班后通常先去超市买点儿水果，然后再回家。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：总
B. 频率、重复副词：往往
C. 频率、重复副词：通常
D. 频率、重复副词：常、常常
E. 频率、重复副词：经常
"
33384,"句子“我们公司通常每周一早上点开会。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：经常
B. 频率、重复副词：常、常常
C. 频率、重复副词：总
D. 频率、重复副词：通常
E. 频率、重复副词：往往
"
33385,"句子“他通常坐地铁回家。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：经常
B. 频率、重复副词：总
C. 频率、重复副词：常、常常
D. 频率、重复副词：通常
E. 频率、重复副词：往往
"
33386,"句子“他通常不会生那么大气。今天发生了什么？”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：通常
B. 频率、重复副词：经常
C. 频率、重复副词：常、常常
D. 频率、重复副词：总
E. 频率、重复副词：往往
"
33387,"句子“放假的时候，你通常会做什么？”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：经常
B. 频率、重复副词：通常
C. 频率、重复副词：总
D. 频率、重复副词：常、常常
E. 频率、重复副词：往往
"
33388,"句子“为了记住一个汉字，他往往要写很多遍。”最适合作为以下哪个语法点的例句？
请只使用选项字母回答。
A. 频率、重复副词：常、常常
B. 频率、重复副词：往往
C. 频率、重复副词：通常
D. 频率、重复副词：经常
E. 频率、重复副词：频频
"
